,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
403,0.9454328531405024,1.3747946009344731,0.8853900707327494,0.6364004855567529,3.01824935050158,2,2,2,0.19055885134139147,2,0.006141169584867276,1.7209986773902126,1.4230644228161495,0.7897405221108432,2,2.1431028080309455,0.6004949339126351,4,3,0.7898390220340193,0,0.31172464418307205,-0.24788161874340794,0.3971039295170878,1.152587709899415,258000
404,-0.4140106134094937,-0.07183611428306244,0.7860278398324076,0.5394934445771061,-0.5728345802734872,3,2,2,-0.5733133113877804,2,-0.9228148552960276,0.960191981267302,0.10762661148312153,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,3,0.6682869041054902,0,0.31172464418307205,-0.4677835809439309,-0.7521758378613592,-0.10055773481070475,168000
405,-0.4140106134094937,-1.518466829500598,0.15673371079690998,0.3941328831076361,-0.5728345802734872,3,1,3,0.5097890088998513,0,1.1835088334311268,-0.7951632272572445,0.19900289939048094,0.7897405221108432,3,0.9122097711603002,0.6004949339126351,4,1,0.5872521588198041,2,0.31172464418307205,0.0796319419807752,0.20555730162067995,0.47317150493609705,150000
406,-0.7847679224685835,-0.07183611428306244,-1.1680960345409799,-1.689368497954768,-0.5728345802734872,3,0,3,0.014982264684238538,0,0.008728790824089824,-0.7951632272572445,0.23517268002047736,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-1.7222380818222502,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,115000
407,-0.29042484372313043,-0.07183611428306244,-1.8636316508433721,-0.4295769652193609,-0.5728345802734872,3,0,2,-0.4957859874092973,0,-0.834835733162461,1.1297693773910833,0.31322325927468014,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,-0.7498211383940169,2,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,-0.704483250333654,177000
408,1.6045569581344399,0.6514792433257054,1.1503560198003273,1.0240286494753397,1.3608259978361645,2,2,0,0.012702049273106681,0,-0.23709522690205226,1.727873436692528,1.249830210325114,0.7897405221108432,2,1.527656289595623,0.6004949339126351,2,1,1.1139780031767639,1,1.6503069397927341,2.217827616994371,0.7801971853099035,0.23160129872691734,280000
409,0.6158708006435336,1.3747946009344731,1.1834767634337746,1.1209356904549863,-0.020360129385015267,2,2,0,-0.053424197649717155,0,-0.2914352729257258,1.5605876270028518,1.0708849798398685,0.7897405221108432,0,0.9122097711603002,0.6004949339126351,2,1,1.19501274846245,0,1.6503069397927341,1.6984846849888804,-0.7521758378613592,0.8355268142498666,339750
410,-0.08444856091252495,-0.7951514718918303,-0.4394396746051405,-1.3017403340361813,-0.5728345802734872,3,1,3,0.4983879318441921,4,0.29336712713857016,-0.7951632272572445,-0.4558604972789281,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.830855883679703,2,-1.02685765142659,-0.5753951794675911,-0.7521758378613592,-0.704483250333654,60000
411,1.23379964907535,-0.7951514718918303,-0.5388019055054822,-1.4471008955056512,-0.5728345802734872,3,1,3,-0.003259458604816313,4,-0.2759095454903905,-0.7951632272572445,-0.874668483520992,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.9524080016082321,0,0.31172464418307205,0.46329068454338973,1.354837068999127,-0.704483250333654,145000
412,-0.4140106134094937,0.6514792433257054,1.2497182507006692,1.1693892109448099,1.8138550475647115,0,2,0,0.9407497216037722,0,0.8160666174615249,-0.7951632272572445,-0.07131861900212395,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,1.235530121105293,0,0.31172464418307205,0.05155935106155949,-0.7521758378613592,1.4696486055489633,222000
413,-0.5787916396579781,-0.7951514718918303,-1.4661827272420052,-1.689368497954768,-0.5728345802734872,3,1,3,-0.11270979833914542,2,-0.34836294018862185,-0.7951632272572445,-0.9279713181336183,-1.0260408358133,3,-0.934129784145668,0.6004949339126351,2,5,-2.086894435607838,2,0.31172464418307205,-0.5286075279355649,-0.7521758378613592,-0.704483250333654,115000
414,-0.4552058699716148,0.6514792433257054,0.7197863525655132,0.3941328831076361,-0.5728345802734872,2,2,2,0.051465711262348245,0,-0.21380663574904932,1.5353801762276953,1.1070547604698648,0.7897405221108432,2,1.527656289595623,0.6004949339126351,4,1,0.5872521588198041,2,1.6503069397927341,0.959239790782867,0.812121623292638,2.118868534736134,228000
415,0.12152772189808052,0.6514792433257054,1.1834767634337746,1.072482169965163,-0.5728345802734872,2,2,2,0.6443217181566309,0,0.45897488644881324,-0.7951632272572445,-0.3340254467357822,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,1.1544953758196068,0,0.31172464418307205,-0.3601719824202707,0.04593511170700675,-0.25153911369144205,181134
416,0.16272297846020162,-0.07183611428306244,0.22297519806380448,-0.3326699242397142,0.5486885550301108,3,1,3,-0.8788621764794492,4,-1.269556101351849,0.8731116967713063,-0.21980508685158298,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,4,1,-0.020508430822841813,0,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.704483250333654,149500
417,0.6570660572056548,-0.07183611428306244,-1.7642694199430304,-1.689368497954768,-0.5728345802734872,3,0,2,0.7127281804905866,4,0.5366035236254897,2.0784861611106162,2.1102902547860816,0.7897405221108432,3,2.1431028080309455,0.6004949339126351,2,5,-2.4515507893934254,2,1.6503069397927341,1.8294901092785536,-0.7521758378613592,-0.704483250333654,239000
418,-0.4140106134094937,-0.7951514718918303,-1.0356130600071909,-1.689368497954768,-0.5728345802734872,3,0,3,-0.6873240819443732,1,-1.052195917257155,0.07105644483450298,-0.726182015671533,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,5,-1.560168591250878,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,126000
419,-0.20803433059888823,-0.7951514718918303,-0.108232238270668,-0.8172051291379477,-0.5728345802734872,3,1,3,-0.003259458604816313,0,-0.2759095454903905,-0.7951632272572445,-0.874668483520992,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,1,1,-0.4256821572512724,2,-1.02685765142659,-0.7906183765149114,-0.7521758378613592,0.5788584701526132,142000
420,0.327504004708686,0.6514792433257054,0.8522693270993021,0.6364004855567529,0.5321143215034566,3,2,2,0.6534425798011584,0,0.4693253714057034,-0.7951632272572445,-0.3264107560768356,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,0.7493216493911763,0,2.988889235402396,1.4551888970223443,-0.7521758378613592,-0.704483250333654,206300
421,-0.4140106134094937,-0.07183611428306244,0.18985445443035723,0.7333075265363995,0.12328322784598743,2,1,2,1.2417381558731773,2,1.1369316511251208,-0.7951632272572445,0.16473679142522116,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,-0.06102580346568487,0,0.31172464418307205,0.2621037829556772,1.1632904411027192,-0.704483250333654,215000
422,1.23379964907535,-0.7951514718918303,-0.5719226491389294,-1.4955544159954748,-0.5728345802734872,3,1,3,-0.15831410656178255,0,-0.4518677897575238,-0.7951632272572445,-1.0041182247230844,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,1,-0.9929253742510752,1,0.31172464418307205,0.21999489657685367,-0.7521758378613592,-0.704483250333654,113000
423,0.4098945178329282,1.3747946009344731,0.8853900707327494,0.6364004855567529,2.040369572428985,2,2,2,0.9407497216037722,2,0.7953656475477445,1.863077036304732,2.1217122907745014,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,0.7898390220340193,0,1.6503069397927341,1.043457563540514,-0.7521758378613592,0.29199385027921226,315000
424,0.08033246533595943,-0.07183611428306244,-0.5056811618720349,-1.398647375015828,-0.16400348661601796,3,1,2,0.3159706989536436,2,0.08635742800076628,-0.7951632272572445,-0.6081543104578604,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,2,1,-0.9118906289653891,1,-1.02685765142659,-0.8233697325873297,-0.7521758378613592,-0.04016518325840982,139000
425,-0.4140106134094937,0.6514792433257054,-0.8368885982065074,0.34567936261781274,-0.5728345802734872,3,1,3,-0.9267467001132181,2,-1.1789893579790598,0.7676987208024693,-0.24074548616368616,-1.0260408358133,3,-0.31868326571034533,2.1522163560585597,2,5,-1.2765469827509766,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,135000
426,-0.4140106134094937,0.6514792433257054,0.5873033780317242,0.2003188011483427,0.22825337351479708,2,2,2,1.0502000613381013,2,1.2456117431724678,-0.7951632272572445,0.2446910433441606,0.7897405221108432,2,-0.934129784145668,0.6004949339126351,4,1,0.4251826682484318,0,0.31172464418307205,0.44925438908378185,-0.11368707820666644,-0.704483250333654,275000
427,0.28630874814656493,-1.518466829500598,-0.47256041823858774,-1.3501938545260046,-0.5728345802734872,3,1,3,-0.3430115548634629,0,-0.6614651101345502,-0.7951632272572445,-1.1583157105667534,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.5877516478226447,2,-1.02685765142659,-0.5660376491611858,-0.7521758378613592,-0.704483250333654,109008
428,-0.24922958716100932,0.6514792433257054,1.1834767634337746,1.072482169965163,0.023837826686062484,2,2,2,0.3433332838872259,0,0.11740888287143686,-0.7951632272572445,-0.5853102384810206,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,1.1544953758196068,1,0.31172464418307205,0.7253015331227363,0.08584065918542505,0.1108161956223275,195400
429,2.469657345938983,-0.07183611428306244,0.554182634398277,0.15186528065851934,-0.5728345802734872,3,1,2,0.7628929195354874,4,0.6452836156728367,-0.7951632272572445,-0.19696101487474313,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,4,1,0.38466529560558876,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,-0.704483250333654,175000
430,-2.0206256193322165,-0.07183611428306244,-0.008870007370326258,-0.6718445676684777,0.7089061457877677,3,1,3,-1.30982288918337,4,-1.7586165155649107,0.35979633553175216,-1.006021897387821,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,-0.30413003932274324,2,-1.02685765142659,-0.977768982643016,-0.7521758378613592,-0.704483250333654,85400
431,-0.4140106134094937,-0.07183611428306244,-1.6980279326761358,0.6364004855567529,-0.5728345802734872,3,0,3,-0.3566928473302541,2,-0.19310566583526895,-0.5430887195056778,-0.6043469651283871,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,0.7751342626975717,79900
432,-1.8970398496458531,-0.7951514718918303,-0.008870007370326258,-0.6718445676684777,1.5044693550671673,3,1,3,-0.6668021432441865,0,-1.0289073261041521,0.5797886332058467,-0.2864336301173659,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.30413003932274324,2,0.31172464418307205,-0.15430631567935563,1.1632904411027192,-0.16095028636299968,122500
433,1.23379964907535,-0.07183611428306244,0.8522693270993021,0.6364004855567529,-0.5728345802734872,3,2,2,-0.2996874620519577,0,-0.6123003065893218,0.7585323750660486,0.16854413675469446,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,0.7493216493911763,0,0.31172464418307205,-0.013943361083277135,-0.7521758378613592,-0.16095028636299968,181000
434,-2.0206256193322165,-1.518466829500598,0.02425073626312099,-0.6233910471786543,-0.5728345802734872,3,1,2,-0.9746312237469872,2,-1.378236193399196,-0.7951632272572445,-1.6856330386988065,-1.0260408358133,3,-2.1650228210163136,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.049838202241197165,-0.704483250333654,81000
435,-1.1143299749655524,0.6514792433257054,0.819148583465855,0.5394934445771061,-0.5728345802734872,2,2,2,-0.5892748192657035,0,-0.8684748092723541,1.1160198587864523,0.2770534786446837,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,4,1,0.7088042767483332,1,0.31172464418307205,0.3603578511729322,0.508839462456659,0.2165031608388436,212000
436,-1.2379157446519156,-0.07183611428306244,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,3,0,1,-0.9335873463466138,4,-1.109123584520051,0.0848059634391339,-0.7566407783073195,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,0.46570004089127487,2,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.704483250333654,116000
437,-0.8259631790307046,-0.07183611428306244,-1.4993034708754525,0.927121608495693,-0.5728345802734872,2,2,3,-0.3954565093194956,2,-0.6692279738522179,-0.7951632272572445,-1.1640267285609633,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,-2.127411808250681,2,-1.02685765142659,-1.370785255512036,-0.7521758378613592,-0.704483250333654,119000
438,-1.2379157446519156,-0.7951514718918303,-1.9298731381102667,0.8302145675160463,-0.5728345802734872,3,2,3,-1.4078721518620398,4,-1.212628434088953,-0.7951632272572445,-1.5637979881556607,-1.0260408358133,2,-1.5495763025809908,0.6004949339126351,2,5,0.46570004089127487,2,-1.02685765142659,-0.5660376491611858,-0.7521758378613592,-0.704483250333654,90350
439,-0.12564381747464604,-0.07183611428306244,-1.6980279326761358,0.7333075265363995,-0.5728345802734872,3,0,3,-0.851499591545867,2,-1.2385046464811784,0.3781290270045934,-0.6081543104578604,-1.0260408358133,2,0.29676325272497744,-0.9512264882332893,5,5,1.0734606305339207,2,0.31172464418307205,0.2574250178024746,-0.7521758378613592,-0.009968907482262356,110000
441,0.9042375965783813,-1.518466829500598,-0.5388019055054822,-1.4471008955056512,0.9188464371253869,3,1,3,0.8723432592698166,4,0.7177370103710681,-0.7951632272572445,-0.1436581802621168,0.7897405221108432,1,0.9122097711603002,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,118000
442,-0.7435726659064624,-0.7951514718918303,-1.3668204963416635,0.34567936261781274,-0.5728345802734872,3,2,3,0.046905280440084525,4,-0.08960081626636701,0.22459273591954818,0.10953028414785819,0.7897405221108432,3,0.9122097711603002,0.6004949339126351,2,5,-1.9653423176793086,2,0.31172464418307205,-0.5286075279355649,-0.7521758378613592,-0.704483250333654,162900
443,-0.7023774093443413,0.6514792433257054,1.1503560198003273,1.072482169965163,-0.1750529756337874,2,2,0,0.4573440544438187,0,0.24678994483256428,-0.7951632272572445,-0.49012660524418783,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.1544953758196068,0,1.6503069397927341,0.8188768361867885,0.3971039295170878,-0.4629130441244743,172500
444,-0.0020580477882827593,0.6514792433257054,0.7529070961989605,0.4910399240872828,-0.5728345802734872,2,2,2,-0.3247698315744081,0,-0.594186957914764,1.4391335459952788,0.7472606268346373,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,0.6277695314626471,2,0.31172464418307205,0.09366823744038304,0.3971039295170878,1.3035690887801523,210000
445,0.12152772189808052,-0.07183611428306244,-0.5056811618720349,-1.398647375015828,-0.5728345802734872,3,1,3,0.8632223976252892,1,1.3620546989374827,-0.7951632272572445,0.3303563132573101,-1.0260408358133,3,0.29676325272497744,0.6004949339126351,2,1,-0.9118906289653891,2,0.31172464418307205,0.03284429044874903,-0.7521758378613592,-0.704483250333654,127500
446,2.7580241418738307,-0.07183611428306244,-0.1744737255375625,0.8302145675160463,-0.5728345802734872,2,1,3,1.0479198459269694,0,1.8769913255427697,-0.7951632272572445,0.7091871735399042,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,-0.5067169025369586,0,0.31172464418307205,0.49136327546260544,-0.7521758378613592,-0.704483250333654,190000
447,-0.4140106134094937,0.6514792433257054,0.8853900707327494,0.6848540060465762,-0.5728345802734872,2,2,2,-0.2905666004074302,2,-0.5346716694126453,1.336012156460547,0.7053798282104309,0.7897405221108432,2,2.1431028080309455,0.6004949339126351,4,1,0.7898390220340193,0,0.31172464418307205,-0.19641520205817917,-0.041857092745513504,-0.704483250333654,199900
448,-0.8259631790307046,-0.07183611428306244,-1.1349752909075328,-1.689368497954768,-0.5728345802734872,3,0,3,-0.6325989120772086,4,-0.9900930075158139,0.5706222874694261,-0.26549323080526266,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,2,5,-1.681720709179407,2,-1.02685765142659,-1.2865674827543887,-0.7521758378613592,-0.704483250333654,119500
449,-0.8259631790307046,-2.241782187109366,-0.7706471109396129,0.8302145675160463,-0.5728345802734872,3,1,3,-0.9313071309354819,0,-1.251442752677291,0.35979633553175216,-0.6329020550994369,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,0.10104368710568735,2,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,1.9527890179673228,120000
450,-0.0020580477882827593,-0.07183611428306244,-1.3668204963416635,0.9755751289855163,-0.5728345802734872,3,0,3,-0.5573518035098575,0,-0.9047015066214698,-0.7951632272572445,-1.3372609410519989,-1.0260408358133,2,-0.934129784145668,-0.9512264882332893,5,5,-1.8843075723936225,2,-1.02685765142659,-0.9496963917238004,-0.7521758378613592,1.0016063310186776,110000
451,-0.3316201002852515,0.6514792433257054,0.12361296716346273,-0.47803048570918427,-0.5728345802734872,3,1,2,1.0844032925050793,4,0.9583857856187651,-0.7951632272572445,0.03338337755839202,0.7897405221108432,2,-0.934129784145668,2.1522163560585597,4,1,-0.14206054875137097,2,0.31172464418307205,0.4820057451562002,0.8440460612753727,0.1108161956223275,280000
452,-0.4140106134094937,-0.07183611428306244,0.819148583465855,0.5879469650669296,-0.340795310900329,2,2,0,-0.4228190942530779,0,-0.7106299136797786,1.1939337975460276,0.45790238179466586,0.7897405221108432,3,0.29676325272497744,-0.9512264882332893,5,1,0.7088042767483332,0,0.31172464418307205,-0.2385240884370027,0.3971039295170878,1.1374895720113412,204000
453,0.2039182350223227,1.3747946009344731,1.216597507067222,1.1209356904549863,-0.5728345802734872,2,2,2,-0.659961497010791,0,-0.9745672800804785,1.0472722657632978,0.1418927194483813,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,1.19501274846245,1,0.31172464418307205,0.9498822604764618,-0.7521758378613592,-0.25153911369144205,210000
